row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source,bad_f060,categories,n_categories,flag_score,flagged,flag_selected_model,flag_selected_feature_set,in_bottom_slice
seed789:neuromorpho__242-2-24VN.swc,789,neuromorpho__242-2-24VN.swc,pyramidal,63,v12_gentle_seed789,0.9861,0.9683,,0.9722,1.0,pyramidal,0.9814,True,1,0.0,11.77,11.77,61.17,0.0,0.397,0.587,2,35,25,0.52,neuromorpho,False,,0,0.3176671841249703,False,rf,full,False
seed789:neuromorpho__242-2-25VN.swc,789,neuromorpho__242-2-25VN.swc,pyramidal,162,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9976,True,1,0.0,-7.21,-7.21,34.85,0.037,0.179,0.778,6,126,29,0.58,neuromorpho,False,APICAL_INVERTED|TRUNCATED_APICAL,2,0.3541301189589882,False,rf,full,False
seed789:neuromorpho__242-2-34LU.swc,789,neuromorpho__242-2-34LU.swc,pyramidal,400,v12_gentle_seed789,0.7004,0.7075,,0.6569,0.744,pyramidal,0.9969,True,1,-0.0,19.7,19.71,141.36,0.0,0.718,0.28,0,229,170,0.71,neuromorpho,False,,0,0.3370026740143053,False,rf,full,False
seed789:neuromorpho__242-2-4VN.swc,789,neuromorpho__242-2-4VN.swc,pyramidal,357,v12_gentle_seed789,0.823,0.4902,1.0,0.6459,,pyramidal,0.9985,True,1,0.0,,,0.0,0.022,0.0,0.975,8,166,182,0.67,neuromorpho,False,,0,0.1388331673747899,False,rf,full,False
seed789:neuromorpho__242-3-19LU.swc,789,neuromorpho__242-3-19LU.swc,pyramidal,554,v12_gentle_seed789,0.6389,0.9314,0.0,0.9167,1.0,pyramidal,0.9954,True,1,0.0,-0.98,-0.98,109.22,0.014,0.552,0.431,30,217,306,0.74,neuromorpho,False,APICAL_INVERTED|AXON_DENDRITE_CONFUSION,2,0.1415625699474188,False,rf,full,True
seed789:neuromorpho__242-3-22LU.swc,789,neuromorpho__242-3-22LU.swc,pyramidal,397,v12_gentle_seed789,0.6556,0.9547,0.0,0.9667,1.0,pyramidal,0.9966,True,1,0.0,-15.43,-15.43,81.19,0.045,0.295,0.657,0,279,117,0.61,neuromorpho,False,APICAL_INVERTED|AXON_DENDRITE_CONFUSION,2,0.1213229604292159,False,rf,full,True
seed789:neuromorpho__242-3-4-AW.swc,789,neuromorpho__242-3-4-AW.swc,pyramidal,659,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9972,True,1,0.0,2.53,2.53,118.93,0.024,0.335,0.639,16,421,221,0.81,neuromorpho,False,,0,0.0404760800816968,False,rf,full,False
seed789:neuromorpho__242-3-5-AW.swc,789,neuromorpho__242-3-5-AW.swc,pyramidal,197,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9963,True,1,0.0,2.78,2.78,135.24,0.041,0.604,0.35,8,69,119,0.7,neuromorpho,False,,0,0.1779589503904063,False,rf,full,False
seed789:neuromorpho__243-2-13VN.swc,789,neuromorpho__243-2-13VN.swc,pyramidal,278,v12_gentle_seed789,0.9785,0.946,,0.957,1.0,pyramidal,0.9971,True,1,0.0,-3.95,-3.95,119.91,0.0,0.342,0.655,15,167,95,0.73,neuromorpho,False,APICAL_INVERTED,1,0.1912603574005171,False,rf,full,False
seed789:neuromorpho__243-2-23VN.swc,789,neuromorpho__243-2-23VN.swc,pyramidal,551,v12_gentle_seed789,0.9975,0.9927,,0.9951,1.0,pyramidal,0.9959,True,1,0.0,28.23,28.22,117.65,0.0,0.254,0.744,4,406,140,0.78,neuromorpho,False,,0,0.0625490571723892,False,rf,full,False
seed789:neuromorpho__243-3-10VN.swc,789,neuromorpho__243-3-10VN.swc,pyramidal,501,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9955,True,1,0.0,-5.27,-5.27,100.9,0.024,0.158,0.816,12,409,79,0.77,neuromorpho,False,APICAL_INVERTED,1,0.1041977084255509,False,rf,full,False
seed789:neuromorpho__243-3-21VN.swc,789,neuromorpho__243-3-21VN.swc,pyramidal,176,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9907,True,1,0.0,,,0.0,0.0,0.0,0.994,0,175,0,0.48,neuromorpho,False,,0,0.2949989493028594,False,rf,full,False
seed789:neuromorpho__243-3-2VN.swc,789,neuromorpho__243-3-2VN.swc,pyramidal,416,v12_gentle_seed789,1.0,1.0,,1.0,1.0,pyramidal,0.9977,True,1,0.0,10.33,10.33,128.9,0.0,0.325,0.673,0,280,135,0.76,neuromorpho,False,,0,0.0524774137857146,False,rf,full,False
seed789:neuromorpho__243-3-32VN.swc,789,neuromorpho__243-3-32VN.swc,pyramidal,510,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9973,True,1,0.0,-8.16,-8.16,126.38,0.02,0.506,0.473,10,241,258,0.76,neuromorpho,False,APICAL_INVERTED,1,0.1228606823294896,False,rf,full,False
seed789:neuromorpho__243-3-35VN.swc,789,neuromorpho__243-3-35VN.swc,pyramidal,364,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9963,True,1,0.0,-19.22,-19.22,93.41,0.038,0.341,0.618,14,225,124,0.78,neuromorpho,False,APICAL_INVERTED,1,0.0558858248217558,False,rf,full,False
seed789:neuromorpho__243-3-42VN.swc,789,neuromorpho__243-3-42VN.swc,pyramidal,643,v12_gentle_seed789,0.607,0.7683,0.0,0.8211,1.0,pyramidal,0.9956,True,1,0.0,23.42,23.42,121.59,0.011,0.235,0.753,142,349,151,0.75,neuromorpho,False,AXON_DENDRITE_CONFUSION,1,0.6185887652886948,True,rf,full,True
seed789:neuromorpho__243-3-48VN.swc,789,neuromorpho__243-3-48VN.swc,pyramidal,550,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9955,True,1,0.0,17.26,17.26,110.21,0.036,0.42,0.542,20,298,231,0.72,neuromorpho,False,,0,0.0364475881748625,False,rf,full,False
seed789:neuromorpho__243-3-49VN.swc,789,neuromorpho__243-3-49VN.swc,pyramidal,634,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9917,True,1,0.0,-22.7,-22.7,118.62,0.006,0.267,0.726,4,460,169,0.81,neuromorpho,False,APICAL_INVERTED,1,0.0743209211930193,False,rf,full,False
seed789:neuromorpho__243-3-9VN.swc,789,neuromorpho__243-3-9VN.swc,pyramidal,533,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9966,True,1,0.0,5.14,5.14,111.64,0.028,0.311,0.659,15,351,166,0.82,neuromorpho,False,,0,0.0474170220663694,False,rf,full,False
seed789:neuromorpho__24_17.swc,789,neuromorpho__24_17.swc,pyramidal,2923,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9891,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2922,0,1.56,neuromorpho,False,,0,0.071155456967286,False,rf,full,False
seed789:neuromorpho__25-02-15-C1.swc,789,neuromorpho__25-02-15-C1.swc,interneuron,3330,v12_gentle_seed789,0.4928,0.9718,0.0,0.9857,,interneuron,0.9803,True,1,4.0,,,0.0,0.028,0.0,0.971,0,3329,0,0.46,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.0318142299130079,False,rf,full,True
seed789:neuromorpho__25-02-15-C2.swc,789,neuromorpho__25-02-15-C2.swc,interneuron,3275,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9734,True,1,-0.5,,,0.0,0.457,0.0,0.543,1497,1777,0,0.4,neuromorpho,False,,0,0.4605059818999298,False,rf,full,False
seed789:neuromorpho__25-11-14-A-A6.swc,789,neuromorpho__25-11-14-A-A6.swc,interneuron,2885,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9965,True,1,0.5,,,0.0,0.054,0.0,0.945,157,2727,0,0.38,neuromorpho,False,,0,0.1753040933890194,False,rf,full,False
seed789:neuromorpho__25001.swc,789,neuromorpho__25001.swc,interneuron,781,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9927,True,1,2.24,,,0.0,0.667,0.0,0.332,521,259,0,0.36,neuromorpho,False,,0,0.0603062344404145,False,rf,full,False
seed789:neuromorpho__25o_pyramidal18aFI.swc,789,neuromorpho__25o_pyramidal18aFI.swc,pyramidal,752,v12_gentle_seed789,0.3929,0.6476,,0.7858,0.0,interneuron,0.4722,False,1,-3.64,-20.23,-16.59,56.81,0.0,0.352,0.646,0,751,0,0.26,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|STAGE1_PROPAGATION,4,0.4524928727676252,False,rf,full,True
seed789:neuromorpho__26-11-14-A-A6.swc,789,neuromorpho__26-11-14-A-A6.swc,interneuron,10306,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9931,True,1,1.0,,,0.0,0.315,0.0,0.685,3249,7056,0,0.78,neuromorpho,False,,0,0.3136187702814592,False,rf,full,False
seed789:neuromorpho__26-2-15-C.swc,789,neuromorpho__26-2-15-C.swc,interneuron,16762,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9972,True,1,-0.5,,,0.0,0.934,0.0,0.066,15651,1110,0,0.73,neuromorpho,False,,0,0.0838179431893335,False,rf,full,False
seed789:neuromorpho__261015c2.swc,789,neuromorpho__261015c2.swc,interneuron,1506,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9736,True,1,0.0,,,0.0,0.444,0.0,0.556,668,837,0,0.48,neuromorpho,False,,0,0.3624074649828632,False,rf,full,False
seed789:neuromorpho__26_17.swc,789,neuromorpho__26_17.swc,pyramidal,2374,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9946,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2373,0,1.11,neuromorpho,False,,0,0.025549667868652,False,rf,full,False
seed789:neuromorpho__28_15.swc,789,neuromorpho__28_15.swc,pyramidal,2036,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9916,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2035,0,0.92,neuromorpho,False,,0,0.0749210018326522,False,rf,full,False
seed789:neuromorpho__28_den_ax.swc,789,neuromorpho__28_den_ax.swc,pyramidal,83384,v12_gentle_seed789,0.9785,0.9958,0.9978,0.9591,,pyramidal,0.9933,True,1,0.0,,,0.0,0.946,0.0,0.054,79251,4132,0,6.89,neuromorpho,False,,0,0.2214692233877664,False,rf,full,False
seed789:neuromorpho__2c.swc,789,neuromorpho__2c.swc,pyramidal,342,v12_gentle_seed789,0.8201,0.6959,,0.8201,,pyramidal,0.9446,True,1,0.0,,,0.0,0.0,0.0,0.997,0,237,104,0.55,neuromorpho,False,,0,0.3883539173267668,False,rf,full,False
seed789:neuromorpho__2c_1.swc,789,neuromorpho__2c_1.swc,pyramidal,1587,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.8002,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1586,0,0.65,neuromorpho,False,,0,0.4142764412171664,False,rf,full,False
seed789:neuromorpho__3-ENU2-veichle-neuron3.swc,789,neuromorpho__3-ENU2-veichle-neuron3.swc,pyramidal,124,v12_gentle_seed789,0.9576,0.9194,,0.9576,,pyramidal,0.993,True,1,0.0,,,0.0,0.0,0.0,0.992,10,113,0,0.5,neuromorpho,False,,0,0.5016011092460868,True,rf,full,False
seed789:neuromorpho__3-wild-type-veichle-neuron2.swc,789,neuromorpho__3-wild-type-veichle-neuron2.swc,pyramidal,564,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9934,True,1,0.0,,,0.0,0.0,0.0,0.998,0,563,0,0.78,neuromorpho,False,,0,0.3158546423642555,False,rf,full,False
seed789:neuromorpho__3-wild-type-veichle-neuron3.swc,789,neuromorpho__3-wild-type-veichle-neuron3.swc,pyramidal,293,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.994,True,1,0.0,,,0.0,0.0,0.0,0.997,0,292,0,0.62,neuromorpho,False,,0,0.182879473651061,False,rf,full,False
seed789:neuromorpho__30513_cell4.swc,789,neuromorpho__30513_cell4.swc,pyramidal,1272,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9948,True,1,0.0,-4.59,-4.59,91.29,0.009,0.288,0.702,12,893,366,0.94,neuromorpho,False,APICAL_INVERTED,1,0.140943910510781,False,rf,full,False
seed789:neuromorpho__30_12.swc,789,neuromorpho__30_12.swc,pyramidal,1694,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.981,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1693,0,1.21,neuromorpho,False,,0,0.0945854937022196,False,rf,full,False
seed789:neuromorpho__30_13.swc,789,neuromorpho__30_13.swc,pyramidal,3551,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.992,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3550,0,1.49,neuromorpho,False,,0,0.0136471286366421,False,rf,full,False
seed789:neuromorpho__31995_slide1_cell3.swc,789,neuromorpho__31995_slide1_cell3.swc,pyramidal,248,v12_gentle_seed789,1.0,1.0,,,1.0,pyramidal,0.8315,True,1,0.0,20.12,20.12,73.66,0.0,0.996,0.0,0,0,247,0.56,neuromorpho,False,,0,0.2720872732272397,False,rf,full,False
seed789:neuromorpho__32221_cell4.swc,789,neuromorpho__32221_cell4.swc,pyramidal,1494,v12_gentle_seed789,0.66,0.9813,0.0,0.98,1.0,pyramidal,0.9927,True,1,0.0,-51.34,-51.34,159.04,0.019,0.521,0.459,0,714,779,1.0,neuromorpho,False,APICAL_INVERTED|AXON_DENDRITE_CONFUSION,2,0.3025611369268206,False,rf,full,True
seed789:neuromorpho__32221_cell8.swc,789,neuromorpho__32221_cell8.swc,pyramidal,1079,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9971,True,1,0.0,-37.86,-37.86,137.6,0.008,0.322,0.669,9,722,347,0.92,neuromorpho,False,APICAL_INVERTED,1,0.0759572730709753,False,rf,full,False
seed789:neuromorpho__32315V1-4Slice6Cell2.swc,789,neuromorpho__32315V1-4Slice6Cell2.swc,pyramidal,1300,v12_gentle_seed789,1.0,1.0,,1.0,1.0,pyramidal,0.9893,True,1,0.0,1.54,1.54,73.34,0.0,0.43,0.569,0,740,559,0.87,neuromorpho,False,,0,0.3327959747429727,False,rf,full,False
seed789:neuromorpho__32315V1-4Slice8Cell1.swc,789,neuromorpho__32315V1-4Slice8Cell1.swc,pyramidal,1568,v12_gentle_seed789,1.0,1.0,,1.0,1.0,pyramidal,0.9839,True,1,0.0,-6.53,-6.53,66.73,0.0,0.556,0.443,0,695,872,0.89,neuromorpho,False,APICAL_INVERTED,1,0.0482823761935261,False,rf,full,False
seed789:neuromorpho__32368_slide2_cell3.swc,789,neuromorpho__32368_slide2_cell3.swc,pyramidal,1141,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9966,True,1,0.0,-30.04,-30.04,107.06,0.017,0.359,0.623,19,711,410,0.88,neuromorpho,False,APICAL_INVERTED,1,0.0906078730272733,False,rf,full,False
seed789:neuromorpho__340_1a.swc,789,neuromorpho__340_1a.swc,interneuron,1158,v12_gentle_seed789,0.3001,0.4292,0.0,0.6001,,interneuron,0.9792,True,1,0.0,,,0.0,0.571,0.0,0.428,0,1157,0,0.37,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.4007701302530251,False,rf,full,True
seed789:neuromorpho__34_9.swc,789,neuromorpho__34_9.swc,pyramidal,2194,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9864,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2193,0,1.01,neuromorpho,False,,0,0.0266136524274199,False,rf,full,False
seed789:neuromorpho__35_11.swc,789,neuromorpho__35_11.swc,pyramidal,1440,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9899,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1439,0,1.02,neuromorpho,False,,0,0.0236124462898133,False,rf,full,False
seed789:neuromorpho__36_den_ax.swc,789,neuromorpho__36_den_ax.swc,pyramidal,108426,v12_gentle_seed789,0.9664,0.9944,0.9971,0.9358,,pyramidal,0.9967,True,1,0.0,,,0.0,0.953,0.0,0.047,103974,4451,0,8.38,neuromorpho,False,,0,0.4132650417115092,False,rf,full,False
seed789:neuromorpho__389-02-02A.swc,789,neuromorpho__389-02-02A.swc,pyramidal,581,v12_gentle_seed789,0.2123,0.4682,0.0,0.6369,0.0,interneuron,0.6051,False,1,0.0,-0.58,-0.58,42.0,0.012,0.52,0.466,0,580,0,0.26,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|AXON_DENDRITE_CONFUSION|TRUNCATED_APICAL|STAGE1_PROPAGATION,6,0.729036893019947,True,rf,full,True
seed789:neuromorpho__38_7.swc,789,neuromorpho__38_7.swc,pyramidal,1556,v12_gentle_seed789,0.9965,0.9929,,0.9965,,pyramidal,0.9935,True,1,0.0,,,0.0,0.0,0.0,0.999,11,1544,0,1.06,neuromorpho,False,,0,0.1858669775894702,False,rf,full,False
seed789:neuromorpho__38b.swc,789,neuromorpho__38b.swc,pyramidal,5006,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.8688,True,1,0.0,,,0.0,0.0,0.0,1.0,0,5005,0,0.81,neuromorpho,False,,0,0.0555336859164819,False,rf,full,False
seed789:neuromorpho__391-04.swc,789,neuromorpho__391-04.swc,pyramidal,1233,v12_gentle_seed789,0.5,0.6618,0.0,1.0,,pyramidal,0.7791,True,1,0.0,,,0.0,0.338,0.0,0.661,0,815,417,0.68,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.1835561181279508,False,rf,full,True
seed789:neuromorpho__39_7.swc,789,neuromorpho__39_7.swc,pyramidal,1788,v12_gentle_seed789,0.998,0.9961,,0.998,,pyramidal,0.9853,True,1,0.0,,,0.0,0.0,0.0,0.999,7,1780,0,0.9,neuromorpho,False,,0,0.0350105151447284,False,rf,full,False
seed789:neuromorpho__3PO1_1.swc,789,neuromorpho__3PO1_1.swc,pyramidal,1008,v12_gentle_seed789,0.1899,0.3988,0.0,0.5696,0.0,pyramidal,0.99,True,1,0.0,0.0,0.0,0.0,0.035,0.512,0.452,55,952,0,0.52,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|AXON_DENDRITE_CONFUSION,3,0.5856422505236089,True,rf,full,True
seed789:neuromorpho__3PO1_2.swc,789,neuromorpho__3PO1_2.swc,pyramidal,1284,v12_gentle_seed789,0.5584,0.8598,0.0,0.6751,1.0,pyramidal,0.9962,True,1,0.0,0.0,0.0,0.0,0.058,0.713,0.228,106,261,916,0.62,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.4356700882236774,False,rf,full,True
seed789:neuromorpho__3PO3_5.swc,789,neuromorpho__3PO3_5.swc,pyramidal,790,v12_gentle_seed789,0.5,0.6089,0.0,,1.0,pyramidal,0.9894,True,1,0.0,0.0,0.0,0.0,0.391,0.608,0.0,0,309,480,0.59,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.483636453664107,True,rf,full,True
seed789:neuromorpho__3_53.swc,789,neuromorpho__3_53.swc,pyramidal,1606,v12_gentle_seed789,0.9928,0.9857,,0.9928,,pyramidal,0.9916,True,1,0.0,,,0.0,0.0,0.0,0.999,23,1582,0,1.05,neuromorpho,False,,0,0.1503526852270829,False,rf,full,False
seed789:neuromorpho__3a_3_1.swc,789,neuromorpho__3a_3_1.swc,pyramidal,1407,v12_gentle_seed789,0.7558,0.6077,,0.7558,,pyramidal,0.7775,True,1,0.0,,,0.0,0.0,0.0,0.999,552,854,0,0.61,neuromorpho,False,,0,0.8095477887584283,True,rf,full,False
seed789:neuromorpho__3a_3_2.swc,789,neuromorpho__3a_3_2.swc,pyramidal,1042,v12_gentle_seed789,0.6489,0.4808,,0.6489,,pyramidal,0.9618,True,1,0.0,,,0.0,0.0,0.0,0.999,541,500,0,0.63,neuromorpho,False,,0,0.8582294349104226,True,rf,full,True
seed789:neuromorpho__3b.swc,789,neuromorpho__3b.swc,pyramidal,766,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.8895,True,1,0.0,,,0.0,0.0,0.0,0.999,0,765,0,0.55,neuromorpho,False,,0,0.7389700427578801,True,rf,full,False
seed789:neuromorpho__40_7.swc,789,neuromorpho__40_7.swc,pyramidal,4024,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9913,True,1,0.0,,,0.0,0.0,0.0,1.0,0,4023,0,1.4,neuromorpho,False,,0,0.0258057473010902,False,rf,full,False
seed789:neuromorpho__458_4_C2.swc,789,neuromorpho__458_4_C2.swc,interneuron,32287,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9941,True,1,0.0,,,0.0,0.759,0.0,0.241,24490,7796,0,2.31,neuromorpho,False,,0,0.1037447855627665,False,rf,full,False
seed789:neuromorpho__458_5_C2.swc,789,neuromorpho__458_5_C2.swc,interneuron,27827,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.999,True,1,0.0,,,0.0,0.729,0.0,0.271,20278,7548,0,2.3,neuromorpho,False,,0,0.0502392571335334,False,rf,full,False
seed789:neuromorpho__4_53.swc,789,neuromorpho__4_53.swc,pyramidal,1529,v12_gentle_seed789,1.0,1.0,,1.0,,pyramidal,0.9856,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1528,0,0.77,neuromorpho,False,,0,0.2503145569818312,False,rf,full,False
seed789:neuromorpho__4_J3.swc,789,neuromorpho__4_J3.swc,interneuron,4799,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.963,True,1,-0.0,,,0.0,0.709,0.0,0.291,3402,1396,0,0.63,neuromorpho,False,,0,0.1226278249827303,False,rf,full,False
seed789:neuromorpho__4_den_ax.swc,789,neuromorpho__4_den_ax.swc,pyramidal,80857,v12_gentle_seed789,0.9714,0.9981,0.999,0.9152,1.0,pyramidal,0.9966,True,1,0.0,-9.46,-9.46,216.17,0.979,0.008,0.012,79354,842,660,6.28,neuromorpho,False,APICAL_INVERTED,1,0.1691587883082243,False,rf,full,False
seed789:neuromorpho__536_4_C4.swc,789,neuromorpho__536_4_C4.swc,interneuron,54002,v12_gentle_seed789,0.6171,0.6765,0.7679,0.4662,,interneuron,0.9884,True,1,0.0,,,0.0,0.535,0.0,0.465,46372,7629,0,3.51,neuromorpho,False,AXON_DENDRITE_CONFUSION|BASAL_LOST,2,0.0969884522663175,False,rf,full,True
seed789:neuromorpho__554-1-R4.swc,789,neuromorpho__554-1-R4.swc,pyramidal,593,v12_gentle_seed789,0.6422,0.4739,,0.6422,,pyramidal,0.9797,True,1,0.0,,,0.0,0.0,0.0,0.998,9,280,303,0.63,neuromorpho,False,,0,0.1595721982593111,False,rf,full,True
seed789:neuromorpho__554-2-R3.swc,789,neuromorpho__554-2-R3.swc,pyramidal,1731,v12_gentle_seed789,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9266,True,1,0.0,10.59,10.59,97.03,0.039,0.436,0.524,68,907,755,0.98,neuromorpho,False,,0,0.0924238655333764,False,rf,full,False
seed789:neuromorpho__558-1-R2.swc,789,neuromorpho__558-1-R2.swc,pyramidal,1409,v12_gentle_seed789,0.875,0.7779,,0.875,,pyramidal,0.6575,True,1,0.0,,,0.0,0.0,0.0,0.999,313,1095,0,0.83,neuromorpho,False,,0,0.695650588754914,True,rf,full,False
seed789:neuromorpho__559-1-R1.swc,789,neuromorpho__559-1-R1.swc,pyramidal,1420,v12_gentle_seed789,0.2889,0.7648,0.0,0.8666,0.0,pyramidal,0.8528,True,1,0.0,15.98,15.98,88.71,0.065,0.119,0.815,73,1346,0,0.8,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|AXON_DENDRITE_CONFUSION,3,0.4447193309052771,False,rf,full,True
seed789:neuromorpho__559-1-R4.swc,789,neuromorpho__559-1-R4.swc,pyramidal,1198,v12_gentle_seed789,0.5,0.4624,,1.0,0.0,pyramidal,0.9891,True,1,0.0,-13.56,-13.56,62.06,0.0,0.538,0.462,644,553,0,0.71,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED,3,0.7898159950130954,True,rf,full,True
seed789:neuromorpho__5Ht3aCre-SABI-010518S2V-v1.swc,789,neuromorpho__5Ht3aCre-SABI-010518S2V-v1.swc,interneuron,18480,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9966,True,1,0.0,,,0.0,0.869,0.0,0.131,16062,2417,0,1.06,neuromorpho,False,,0,0.0141374914676565,False,rf,full,False
seed789:neuromorpho__5_J3a.swc,789,neuromorpho__5_J3a.swc,interneuron,7159,v12_gentle_seed789,1.0,1.0,1.0,1.0,,pyramidal,0.6832,False,1,0.0,,,0.0,0.766,0.0,0.233,5487,1671,0,2.48,neuromorpho,False,,0,0.498521175874041,True,rf,full,False
seed789:neuromorpho__6-Som-3d-trace-A.swc,789,neuromorpho__6-Som-3d-trace-A.swc,interneuron,4232,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9285,True,1,0.0,,,0.0,0.0,0.0,1.0,0,4231,0,0.46,neuromorpho,False,,0,0.1482176434390042,False,rf,full,False
seed789:neuromorpho__60L4_05_-180.swc,789,neuromorpho__60L4_05_-180.swc,interneuron,164,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9869,True,1,0.0,,,0.0,0.0,0.0,0.994,0,163,0,0.23,neuromorpho,False,,0,0.0564323045101537,False,rf,full,False
seed789:neuromorpho__60L4_06_-105.swc,789,neuromorpho__60L4_06_-105.swc,interneuron,228,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9954,True,1,0.0,,,0.0,0.0,0.0,0.996,0,227,0,0.25,neuromorpho,False,,0,0.0313761853852962,False,rf,full,False
seed789:neuromorpho__60L4_06_-120.swc,789,neuromorpho__60L4_06_-120.swc,interneuron,319,v12_gentle_seed789,0.9016,0.8213,,0.9016,,interneuron,0.6919,True,1,0.0,,,0.0,0.0,0.0,0.997,57,261,0,0.26,neuromorpho,False,,0,0.4967697300176289,True,rf,full,False
seed789:neuromorpho__60L4_06_-420.swc,789,neuromorpho__60L4_06_-420.swc,interneuron,408,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.991,True,1,0.0,,,0.0,0.0,0.0,0.998,0,407,0,0.26,neuromorpho,False,,0,0.0188980785725501,False,rf,full,False
seed789:neuromorpho__60R5_01_-525.swc,789,neuromorpho__60R5_01_-525.swc,interneuron,390,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9028,True,1,0.0,,,0.0,0.0,0.0,0.997,0,389,0,0.24,neuromorpho,False,,0,0.0704872274141487,False,rf,full,False
seed789:neuromorpho__614_5_C2.swc,789,neuromorpho__614_5_C2.swc,interneuron,52647,v12_gentle_seed789,1.0,1.0,1.0,1.0,,interneuron,0.9981,True,1,0.0,,,0.0,0.808,0.0,0.192,42528,10118,0,3.29,neuromorpho,False,,0,0.0238847283570128,False,rf,full,False
seed789:neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc2a.swc,789,neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc2a.swc,interneuron,460,v12_gentle_seed789,1.0,1.0,,1.0,,interneuron,0.9812,True,1,0.0,,,0.0,0.0,0.0,0.998,0,459,0,0.25,neuromorpho,False,,0,0.0223438780479032,False,rf,full,False
